frame_idx,stamp_sec,stamp_nanosec,iou,precision,recall,f1,gt_bins,pred_bins,omega_bins,empty_union0
26,1768984635,185498391,0.0,0.0,0.0,0.0,3,67,6601,0
27,1768984637,796982945,0.014492753622978366,0.01492537313410559,0.3333333332222222,0.028571428488571422,3,67,6609,0
28,1768984640,393611221,0.02985074626821118,0.030303030302571164,0.6666666664444444,0.0579710144078975,3,66,6594,0
29,1768984642,950151291,0.0,0.0,0.0,0.0,1,66,6596,0
30,1768984645,508806607,0.0,0.0,0.0,0.0,2,67,6605,0
31,1768984650,624910904,0.0,0.0,0.0,0.0,3,67,6605,0
32,1768984655,753686173,0.0,0.0,0.0,0.0,3,67,6603,0
33,1768984658,320896019,0.029411764705449827,0.02985074626821118,0.6666666664444444,0.05714285705918367,3,67,6604,0
34,1768984660,917997529,0.04411764705817474,0.04477611940231677,0.7499999998125,0.08450704214481254,4,67,6604,0
35,1768984663,503522592,0.04411764705817474,0.04477611940231677,0.7499999998125,0.08450704214481254,4,67,6609,0
36,1768984666,52482752,0.0,0.0,0.0,0.0,6,66,6599,0
37,1768984669,627335662,0.012987012986844324,0.015151515151285582,0.08333333332638888,0.02564102538001315,12,66,6598,0
38,1768984674,127373147,0.012499999999843749,0.015151515151285582,0.06666666666222222,0.024691357722298433,15,66,6598,0
39,1768984678,745225710,0.023529411764429065,0.02985074626821118,0.099999999995,0.045977011139120096,20,67,6605,0
40,1768984683,260640684,0.011764705882214533,0.01492537313410559,0.052631578944598335,0.02325581360870741,19,67,6607,0
41,1768984687,848825375,0.023255813953217956,0.030303030302571164,0.09090909090495868,0.0454545450785124,22,66,6600,0
42,1768984698,161914385,0.020408163265097874,0.02985074626821118,0.06060606060422406,0.03999999955700001,33,67,6602,0
43,1768984703,786646857,0.0,0.0,0.0,0.0,34,67,6607,0
44,1768984709,422168636,0.06122448979529362,0.08955223880463355,0.16216216215777943,0.11538461492400147,37,67,6629,0
45,1768984715,78392390,0.060606060605448424,0.08955223880463355,0.15789473683795016,0.114285713821678,38,67,6638,0
46,1768984721,593590183,0.05555555555504115,0.08955223880463355,0.12765957446536896,0.10526315740827949,47,67,6643,0
47,1768984728,185109887,0.017241379310196193,0.02985074626821118,0.03921568627374087,0.03389830459336398,51,67,6654,0
48,1768984741,419999315,0.033898305084458485,0.05970149253642236,0.07272727272595042,0.0655737699955657,55,67,6634,0
49,1768984747,947661950,0.02459016393422467,0.04477611940231677,0.05172413793014269,0.04799999950182401,58,67,6637,0
50,1768984754,438712644,0.030075187969698686,0.05970149253642236,0.057142857142040815,0.05839416008332889,70,67,6667,0
51,1768984760,938982048,0.027027027026844414,0.05970149253642236,0.04705882352885813,0.05263157845368767,85,67,6685,0
52,1768984767,470592657,0.01935483870955255,0.04477611940231677,0.03296703296667069,0.037974683055359726,91,67,6682,0
53,1768984773,866010020,0.01818181818170799,0.04477611940231677,0.029702970296735614,0.03571428523433958,101,67,6685,0
54,1768984780,345377388,0.02020202020181614,0.02985074626821118,0.05882352941003461,0.03960395994863249,34,67,6683,0
55,1768984786,819035862,0.020408163265097874,0.02985074626821118,0.06060606060422406,0.03999999955700001,33,67,6675,0
56,1768984793,304876419,0.030303030302724212,0.04477611940231677,0.08571428571183674,0.058823528959823145,35,67,6682,0
57,1768984799,816220706,0.029702970296735614,0.04477611940231677,0.08108108107888971,0.057692307232803254,37,67,6687,0
58,1768984806,249606489,0.02020202020181614,0.02985074626821118,0.05882352941003461,0.03960395994863249,34,67,6691,0
59,1768984812,567423968,0.029411764705594,0.04411764705817474,0.08108108107888971,0.057142856685351476,37,68,6715,0
60,1768984818,903547722,0.01869158878487204,0.029411764705449827,0.04878048780368829,0.03669724723642792,41,68,6722,0
