frame_idx,stamp_sec,stamp_nanosec,iou,precision,recall,f1,gt_bins,pred_bins,omega_bins,empty_union0
0,1768984847,355345969,0.0,0.0,0.0,0.0,60,65,6417,0
1,1768984863,337351732,0.0,0.0,0.0,0.0,66,101,6433,0
2,1768984873,378029923,0.0,0.0,0.0,0.0,38,65,6476,0
3,1768984876,47690369,0.0,0.0,0.0,0.0,44,65,6472,0
4,1768984881,925446282,0.0,0.0,0.0,0.0,24,65,6469,0
5,1768984883,527868369,0.0,0.0,0.0,0.0,29,65,6457,0
6,1768984886,769890292,0.0,0.0,0.0,0.0,0,65,6497,0
7,1768984886,970060906,0.0,0.0,0.0,0.0,0,65,6494,0
8,1768984887,170290436,0.0,0.0,0.0,0.0,0,66,6531,0
9,1768984887,270197384,0.0,0.0,0.0,0.0,0,66,6554,0
10,1768984887,370424410,0.0,0.0,0.0,0.0,0,66,6550,0
11,1768984887,470039251,0.0,0.0,0.0,0.0,0,66,6550,0
12,1768984889,169704361,0.01492537313410559,0.015151515151285582,0.49999999975,0.029411764647923878,2,66,6562,0
13,1768984890,749008712,0.015151515151285582,0.015151515151285582,0.9999999989999999,0.029850746238360433,1,66,6554,0
14,1768984892,334064174,0.0,0.0,0.0,0.0,2,66,6569,0
15,1768984893,873596814,0.0,0.0,0.0,0.0,2,66,6585,0
16,1768984895,450328005,0.0,0.0,0.0,0.0,2,66,6594,0
17,1768984897,29628192,0.0,0.0,0.0,0.0,2,66,6598,0
18,1768984898,610737958,0.0,0.0,0.0,0.0,2,66,6583,0
19,1768984900,176522144,0.0,0.0,0.0,0.0,1,66,6578,0
20,1768984902,833174615,0.015151515151285582,0.015151515151285582,0.9999999989999999,0.029850746238360433,1,66,6584,0
21,1768984905,433604938,0.0,0.0,0.0,0.0,1,66,6582,0
22,1768984908,1929630,0.0,0.0,0.0,0.0,3,66,6591,0
23,1768984913,183273252,0.0,0.0,0.0,0.0,3,66,6585,0
24,1768984915,776460436,0.0,0.0,0.0,0.0,3,66,6591,0
25,1768984918,380677233,0.0,0.0,0.0,0.0,3,67,6606,0
26,1768984920,955547510,0.014492753622978366,0.01492537313410559,0.3333333332222222,0.028571428488571422,3,67,6610,0
27,1768984928,684284918,0.0,0.0,0.0,0.0,2,67,6603,0
28,1768984931,288763257,0.0,0.0,0.0,0.0,4,67,6606,0
29,1768984933,861371415,0.0,0.0,0.0,0.0,3,66,6600,0
30,1768984936,443803310,0.0,0.0,0.0,0.0,3,66,6598,0
31,1768984939,22573750,0.0,0.0,0.0,0.0,3,66,6599,0
32,1768984944,221514324,0.04411764705817474,0.04477611940231677,0.7499999998125,0.08450704214481254,4,67,6603,0
33,1768984946,811057703,0.02898550724595673,0.02985074626821118,0.499999999875,0.05633802806109899,4,67,6607,0
34,1768984949,399957031,0.0,0.0,0.0,0.0,6,66,6596,0
35,1768984953,65315325,0.013157894736668974,0.015151515151285582,0.09090909090082644,0.025974025728453365,11,66,6598,0
36,1768984957,732509817,0.02564102564069691,0.030303030302571164,0.14285714284693876,0.04999999971,14,66,6597,0
37,1768984967,7138369,0.02380952380924036,0.02985074626821118,0.10526315788919667,0.046511627561654945,19,67,6607,0
38,1768984971,690036667,0.0229885057468622,0.02985074626821118,0.09090909090495868,0.0449438198515339,22,67,6603,0
39,1768985005,819059648,0.04587155963260668,0.07462686567052795,0.10638297872114079,0.08771929775946445,47,67,6641,0
40,1768985019,148268345,0.0,0.0,0.0,0.0,54,67,6623,0
41,1768985025,687666904,0.025210084033401595,0.04477611940231677,0.054545454544462815,0.04918032737288364,55,67,6628,0
42,1768985032,255507464,0.03305785123939622,0.05970149253642236,0.06896551724019026,0.06399999950156801,58,67,6633,0
43,1768985038,754889660,0.030303030302800738,0.05970149253642236,0.05797101449191346,0.0588235289110078,69,67,6663,0
44,1768985058,262013798,0.01818181818170799,0.04477611940231677,0.029702970296735614,0.03571428523433958,101,67,6677,0
45,1768985064,722642184,0.03061224489764681,0.04477611940231677,0.08823529411505192,0.05940594014626018,34,67,6676,0
46,1768985077,879578014,0.030303030302724212,0.04477611940231677,0.08571428571183674,0.058823528959823145,35,67,6667,0
47,1768985084,389901204,0.029702970296735614,0.04477611940231677,0.08108108107888971,0.057692307232803254,37,67,6671,0
48,1768985103,867398044,0.02830188679218583,0.04411764705817474,0.07317073170553243,0.055045871089302256,41,68,6712,0
49,1768985111,312438497,0.027272727272479338,0.04411764705817474,0.06666666666518518,0.053097344652517815,45,68,6704,0
50,1768985118,629351375,0.009174311926521336,0.01492537313410559,0.02325581395294754,0.018181817705289267,43,67,6679,0
51,1768985126,146712164,0.018018018017855693,0.02985074626821118,0.04347826086862004,0.03539822960513745,46,67,6679,0
52,1768985133,538200443,0.02678571428547513,0.04477611940231677,0.062499999998697923,0.05217391255621929,48,67,6681,0
53,1768985142,970474064,0.008547008546935495,0.01492537313410559,0.019607843136870435,0.01694915205127838,51,67,6679,0
54,1768985152,209412671,0.01652892561969811,0.02985074626821118,0.03571428571364796,0.03252032470672219,56,67,6679,0
55,1768985162,482083722,0.03174603174577979,0.05970149253642236,0.06349206349105568,0.06153846103798817,63,67,6678,0
56,1768985172,790823867,0.03787878787850092,0.07462686567052795,0.07142857142755102,0.07299270022910118,70,67,6680,0
57,1768985183,58635251,0.02158273381279437,0.04477611940231677,0.039999999999466664,0.042253520627752436,75,67,6683,0
