frame_idx,stamp_sec,stamp_nanosec,iou,precision,recall,f1,gt_bins,pred_bins,omega_bins,empty_union0
0,1768905028,626753916,0.007999999999936,0.015151515151285582,0.01666666666638889,0.015873015373897723,60,66,6525,0
1,1768905028,802577187,0.0,0.0,0.0,0.0,63,66,6533,0
2,1768905028,979184140,0.0,0.0,0.0,0.0,67,66,6530,0
3,1768905029,153028240,0.006666666666622223,0.015151515151285582,0.011764705882214533,0.013245032620323687,85,66,6536,0
4,1768905029,327745588,0.0060240963855058794,0.015151515151285582,0.009900990098911872,0.011976047426010272,101,66,6540,0
5,1768905029,844139864,0.0,0.0,0.0,0.0,62,66,6529,0
6,1768905030,16762650,0.0,0.0,0.0,0.0,69,66,6537,0
7,1768905030,190083067,0.012345679012193262,0.015151515151285582,0.06249999999609375,0.02439024358774539,16,66,6541,0
8,1768905030,359720119,0.0,0.0,0.0,0.0,18,66,6545,0
9,1768905030,528674771,0.0,0.0,0.0,0.0,15,66,6543,0
10,1768905030,698681104,0.0,0.0,0.0,0.0,16,66,6540,0
11,1768905031,37613672,0.0,0.0,0.0,0.0,22,66,6544,0
12,1768905031,540957649,0.0,0.0,0.0,0.0,26,66,6553,0
13,1768905031,708938570,0.0,0.0,0.0,0.0,26,66,6551,0
14,1768905031,879944839,0.0,0.0,0.0,0.0,32,66,6558,0
15,1768905032,50835395,0.0,0.0,0.0,0.0,31,66,6552,0
16,1768905032,222430047,0.0,0.0,0.0,0.0,37,66,6565,0
17,1768905032,392173144,0.0,0.0,0.0,0.0,43,66,6563,0
18,1768905032,561395377,0.0,0.0,0.0,0.0,41,66,6568,0
19,1768905032,732784780,0.0,0.0,0.0,0.0,51,66,6568,0
20,1768905032,903411527,0.0,0.0,0.0,0.0,60,67,6570,0
21,1768905033,77775782,0.007936507936444948,0.015151515151285582,0.016393442622682077,0.015748030996590008,61,66,6565,0
22,1768905033,252109604,0.007246376811541694,0.015151515151285582,0.013698630136798649,0.014388488709694131,73,66,6564,0
23,1768905033,427796131,0.0,0.0,0.0,0.0,78,66,6578,0
24,1768905033,602602529,0.0,0.0,0.0,0.0,72,66,6582,0
25,1768905033,777315136,0.0,0.0,0.0,0.0,15,66,6586,0
26,1768905033,949812091,0.0,0.0,0.0,0.0,17,66,6584,0
27,1768905034,124189368,0.0,0.0,0.0,0.0,15,67,6606,0
28,1768905034,296306513,0.0,0.0,0.0,0.0,15,67,6620,0
29,1768905034,467855210,0.0,0.0,0.0,0.0,15,67,6622,0
30,1768905034,641571749,0.012345679012193262,0.01492537313410559,0.06666666666222222,0.024390243602914932,15,67,6616,0
31,1768905034,813346174,0.012048192770939178,0.01492537313410559,0.0588235294083045,0.023809523486111112,17,67,6607,0
32,1768905034,990239966,0.01190476190462018,0.01492537313410559,0.05555555555246913,0.02352941143031142,18,67,6604,0
33,1768905035,162657558,0.011764705882214533,0.015151515151285582,0.0499999999975,0.02325581359599784,20,66,6599,0
34,1768905035,336369072,0.011627906976608978,0.015151515151285582,0.04761904761678005,0.022988505380367296,21,66,6595,0
35,1768905035,512121356,0.011363636363507231,0.015151515151285582,0.04347826086767486,0.022471909728569633,23,66,6598,0
36,1768905035,688025385,0.0,0.0,0.0,0.0,27,67,6601,0
37,1768905035,864483494,0.0,0.0,0.0,0.0,25,67,6601,0
38,1768905036,38886081,0.0,0.0,0.0,0.0,28,66,6599,0
39,1768905036,213885563,0.0,0.0,0.0,0.0,24,66,6600,0
40,1768905036,390722583,0.011235955056053529,0.015151515151285582,0.04166666666493055,0.02222222183061729,24,66,6596,0
41,1768905036,567477459,0.0,0.0,0.0,0.0,26,66,6598,0
42,1768905036,742709069,0.010309278350409182,0.015151515151285582,0.03124999999902344,0.0204081628250729,32,66,6593,0
43,1768905036,919930058,0.0,0.0,0.0,0.0,34,67,6606,0
44,1768905037,97798246,0.0,0.0,0.0,0.0,29,67,6603,0
45,1768905037,276063715,0.0,0.0,0.0,0.0,28,67,6617,0
46,1768905037,453614334,0.0,0.0,0.0,0.0,30,67,6623,0
47,1768905037,632366363,0.0,0.0,0.0,0.0,32,67,6623,0
48,1768905037,810299863,0.0,0.0,0.0,0.0,33,67,6630,0
49,1768905037,988061619,0.0,0.0,0.0,0.0,33,67,6638,0
50,1768905038,168384880,0.0,0.0,0.0,0.0,33,67,6636,0
51,1768905038,347884076,0.0,0.0,0.0,0.0,37,67,6634,0
52,1768905038,701518942,0.010309278350409182,0.01492537313410559,0.03225806451508845,0.02040816283236152,31,67,6648,0
